ProductId,Site,SearchTerm,Title,PriceText,PriceValue,Url,ShippingText,ConditionText,Subtitle,LocationText,SoldText,ImageUrl,IsAuction,IsPromotion,ResultsPage,PositionOnPage,CapturedAtUtc
"356476081860","ebay","nike shoes","DQ ЅpoNnsoG GX reR2 d0C T","$80.00",80.00,"https://www.ebay.com/itm/356476081860?_skw=nike+shoes&epid=3039813308&itmmeta=01KQK1R17SCVGKH9XAM32VYSF4&hash=item52ffa156c4:g:VhsAAOSw81JnibWC&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xAutoWwGZTLCEj0ir%2BmW%2B3DAdJdpvSvLCLHgJcOcubTVTFGcFnJ7bT1TPovJ0qvxuZMqV8uhTNvTGjZewwOZQLFJLa7BG0whVRYpZG3Y3lb7tRnwHao2xAf00FMQNYRycInCHNufbyDaZGl4CZEM%2BwpE%2BOQg7iEFrw0nU93M4hr9BMJJpVtubibpRJ6DiU0bllY4rU3pZJxdigISCe1k%2FeyuUaKDQTdUBzgescENp3igQ%3D%3D%7Ctkp%3ABlBMUJiU4OG8Zw","","","Pre-Owned · US M 9 · Nike · Nike Air Force","","","https://i.ebayimg.com/images/g/VhsAAOSw81JnibWC/s-l500.webp",false,false,1,40,2026-05-02T00:35:04.3075150+00:00
"397901367365","ebay","nike shoes","SpoIn3so 4red9 1X 00 K8","$102.86",102.86,"https://www.ebay.com/itm/397901367365?_skw=nike+shoes&epid=15057889009&itmmeta=01KQK1R17TX7Y8Z33J2K5SAX35&hash=item5ca4c50845:g:jRIAAeSwFd5p9T0P&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBB8Hf3IM%2FFjFY8vPgSzkllBd6nlssgS5arFqpFCg76mGEeGVoQB39p5yzwjaXl4OtNlsd7amg1%2FIl0OA59AZvRNwfkcU1A2VeEDVmapR%2F5Vy5074eE%2FGRc98yzd8aibDx7X0cs327Z5yEmO%2FWBr1BTfe2WsGXjlb3jx75d8BOy1qLUNrji3%2BnFuuHIudQYmhXdmZHqVoQ%2BmsoWKUeWMutZ54ODU6dpVIfEbl7v7k3m3P4DI5grUE07sC4dIJeg%2FPPyJE8a3XFyaC0v5jfCfjqrTyUoXOvrO1bp5C7l5JyeAw%3D%3D%7Ctkp%3ABk9SR5iU4OG8Zw","","","Brand New · US M 9.5 · Nike · Nike Air","","","https://i.ebayimg.com/images/g/jRIAAeSwFd5p9T0P/s-l500.webp",false,false,1,41,2026-05-02T00:35:04.3075205+00:00
"389962530372","ebay","nike shoes","5Sp8 o1H F6n Gs8 MoV red","$35.00",35.00,"https://www.ebay.com/itm/389962530372?_skw=nike+shoes&itmmeta=01KQK1R17T2WDBXH3PTPFVPPQH&hash=item5acb93fe44:g:HdgAAeSwrmRp9Rp4&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDMejCrmZNo5CYXe2F8XmOe83UQrkUPBrpeX6dZekhB9KtSdh4S7TI8vdFVAdv9ooVNM%2Bs%2FYdQMhCjOJdHFvUOWCkwinMlKevN3otSKdNdBoPjcGWQVPXwihnuzYWZegUSW4gosyWx1arRM9VBieCL9aeW%2F7BtmxouQ5iTXMFGmaUSTfEQGnQ7b9bo5q%2B93I1l7louPGNVCjFhlctTXnFU5dTV5t8TOL1ZLtIvM6CbrnKfj0Q1Rz0zIQ4jGM6yLNdb05XplRVsrEc%2Bwt%2FXlJ2taMrGXqtKTooYZKYy8HHFZ8Q%3D%3D%7Ctkp%3ABk9SR5iU4OG8Zw","","","Pre-Owned · US M 11 · Nike","","","https://i.ebayimg.com/images/g/HdgAAeSwrmRp9Rp4/s-l500.webp",false,false,1,42,2026-05-02T00:35:04.3075248+00:00
"287306173512","ebay","nike shoes","D6Sp PJon SFs 89 orFe2d S","$69.00",69.00,"https://www.ebay.com/itm/287306173512?_skw=nike+shoes&itmmeta=01KQK1R17T891SVAQRVA6W2Z7Z&hash=item42e4c84c48:g:CdkAAeSw9zpp9TYX&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xB75872Vk20HDqJxQTOMIJP2uecXXkTTPHOwxWXVXdajAcGea%2BB2SxvznVE4ZoASs2Z5Wq2mgvR5cv%2FLtZ4ZI0q8SC0mr2sCHQC%2BAXoyvv4O4p2xptbuDxCtpLOYPFfG8wGcWVrwVQn5JLI%2F9WTFMhIDZkyENTeGL0UwcngJCJJpszrTAn7JDUQ67FfCUrahfRpbChZN%2F41ADY9suwsVfgEWs0BHUQjjYBV9rIf2vjmr0A4hJ%2F8efx33%2BmumeSBfTh9YojNx4ZqwA6Kr7BP339S%7Ctkp%3ABk9SR5iU4OG8Zw","","","Pre-Owned · US M 11.5 · Nike · Nike Air Zoom","","","https://i.ebayimg.com/images/g/CdkAAeSw9zpp9TYX/s-l500.webp",false,false,1,43,2026-05-02T00:35:04.3075300+00:00
"117172558842","ebay","nike shoes","Spon3Js oFredR P5","$79.99",79.99,"https://www.ebay.com/itm/117172558842?_skw=nike+shoes&itmmeta=01KQK1R17TSTN0948V2RBEHB4S&hash=item1b48075bfa:g:e3QAAeSw0Ulp9Q13&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDIiKured7f%2BLDmxPm8Hxer6%2FeZ8Ax2VnI7qDyeXw%2F2kApdMPeXNXyS1P2%2BxKv%2BLsvMlpCXp5KDNJ0r5zr3pWa8yUJGsG60DKLVqaMtApA%2FfGeBeqKw%2FgM3w6qMAKPQJoLZl0svIpZAUM5lCjArITKDR%2BHrS5M55S8LObPN6GD3jjymZ9WTO2eOHD8qfBQMoEIhiDNMMsQuNOpAOfnJk5rZt0CdB41SDWFDWXJKPBt7igEeCPJwwGoRw0TLlfiTV8IbGrJ5xPHZYvFy0fj6WZUWQQ3nLYDR0lebMJ03rNFUHA%3D%3D%7Ctkp%3ABk9SR5iU4OG8Zw","","","Pre-Owned · US M 13 · Nike · Nike Air Max","","","https://i.ebayimg.com/images/g/e3QAAeSw0Ulp9Q13/s-l500.webp",false,false,1,44,2026-05-02T00:35:04.3075348+00:00
"306909694484","ebay","nike shoes","5K SpUons7o 9rEe ZdO SA","$95.00",95.00,"https://www.ebay.com/itm/306909694484?_skw=nike+shoes&itmmeta=01KQK1R17TDZ82P9M7ABWMT4VT&hash=item47753e4a14:g:TZ8AAeSwSx9p8sSt&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBlrlVl3nzciWEN2Jn22kryIrc%2F6fgLxmecU9AsS59DibgMHcYYvYGRu6ZoWxuqxaD50WnLzy1BQkY8VsvhK6j8BKSEldf0RxxTebfEceugunWd%2Bd9Gjao2cfdDzc9%2BAtW3INX4izTAnVotf1eilAjeNuuM2SHmOzMr8JQGT0SAXTBWlwRJJc6nJGtL0rDR3DeTcWvPXMb%2FvkyDoIQWh8FuJq%2BtyBhgFtrgk4s83pEfjWeDvkQvMpZEJcIeZ9QRGHw%3D%7Ctkp%3ABk9SR5iU4OG8Zw","","","Brand New · US M 9 · Nike","","","https://i.ebayimg.com/images/g/TZ8AAeSwSx9p8sSt/s-l500.webp",false,false,1,45,2026-05-02T00:35:04.3075393+00:00
"366381543315","ebay","nike shoes","Sponso8I YDred JX RX","$80.00",80.00,"https://www.ebay.com/itm/366381543315?_skw=nike+shoes&itmmeta=01KQK1R17T9CZAPVZF7SSF39RG&hash=item554e0aaf93:g:KfAAAeSwHQBp9LUy&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xC1woardzEKthnhpqLcaR%2FfMyv5OAH81%2FE%2B9fROmbwRXlBeF%2BxhA1K4%2B15FZ7z4qSc3qOEBQ5j1hSbjB3G6XcyJqLVavJ8ZsY48FTJVLLG8KEIjDY2fpy0WZmbHly8%2BOn%2BGINZcMWjkM52071QlDL6Quifc2PacSMEPOqkfIqbgLJm9WibpEUb%2FlhXwwJl2XIiNkawA6YfnpBTYSvVXABAJlFGO4TEfm2yDKKPMiN6DOARlSLM2KwIpCIXCvr1Lw7w%3D%7Ctkp%3ABk9SR5iU4OG8Zw","","","New (Other) · US M 10.5 · Nike · Nike Air Max","","","https://i.ebayimg.com/images/g/KfAAAeSwHQBp9LUy/s-l500.webp",false,false,1,46,2026-05-02T00:35:04.3075444+00:00
"306912717867","ebay","nike shoes","TSponsZo P5re d3Q ZI 3U","$150.00",150.00,"https://www.ebay.com/itm/306912717867?_skw=nike+shoes&epid=6039845384&itmmeta=01KQK1R17T7WDVCNZQ8HCXF04Z&hash=item47756c6c2b:g:Jt4AAeSw-H1p9QP4&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDw5msF76AEq20vj8wcA7a3rtcGsOCBdGpPdb4XmBb6Nz%2FzgVvdtoN68jqrPTM%2BDTrEIsRXln6EuK89ZCClPk4a7EOHWQmZCvkZ3CgVkojIw7MKMNc%2FfsXWJ0rUWnI3WJFwInmYoJH5HbFw8LiMYRIRFqB%2FFztF1RX18PyvnFnO%2BZ9vKvuNT2BYcnC6jQQtg%2BDzFHjkYdocNXean4UvPlPlReBbWieXGlyArUkyb8TCzKQpuMXrDZPtUpuROMGJUMAySkGyDEpe%2BRdtAiAS1tE3pLkOK%2BXUm2nIzBI0GC%2Ffzw%3D%3D%7Ctkp%3ABk9SR5iU4OG8Zw","","","Brand New · US M 9 · Nike · Nike CruzrOne","","","https://i.ebayimg.com/images/g/Jt4AAeSw-H1p9QP4/s-l500.webp",false,false,1,47,2026-05-02T00:35:04.3075496+00:00
"366379844241","ebay","nike shoes","SYB pFUo QnD sDNore 84 dP","$125.00",125.00,"https://www.ebay.com/itm/366379844241?_skw=nike+shoes&itmmeta=01KQK1R17TSXKJJEVGER44YSTJ&hash=item554df0c291:g:CgMAAeSwSeRp87h7&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB%2FFbVrF1h4hTjNTT3ATdbrvBbJMjItWqZ4aXcju%2BmtKR68tknXQOn36ltUrw53BRKiUIC5d1To79UfwNVgBGqylx2IPGfKnp9VPRC3mkGmDY2ZlN9bt5yOzkMdHRRQT4s40g71e1VXS5S8eOfMOn75fUOuFctYw8MaD7YuZ5j%2B8AWhPiQY1qP9%2F4PfPweAtz0ljz3G0VWeonTfqqoDgBzKXWW9cRFPfZ8nJOsBncaie4HFxDaQwFmrAKv5KWx8RCW6xNY9vbweqJX9H%2BnGBoHT93rWHTEgMHSZZXG1suio2A%3D%3D%7Ctkp%3ABk9SR5iU4OG8Zw","","","Brand New · US M 9 · Nike · Nike Air Max","","","https://i.ebayimg.com/images/g/CgMAAeSwSeRp87h7/s-l500.webp",false,false,1,48,2026-05-02T00:35:04.3075547+00:00
"157876572956","ebay","nike shoes","OM UJS pHonUs 6oredT 9R B","$50.00",50.00,"https://www.ebay.com/itm/157876572956?_skw=nike+shoes&epid=17088610028&itmmeta=01KQK1R17TP8YAVP917HWC5XPC&hash=item24c22d531c:g:7hwAAeSwph5p9Qtu&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xA2fr2s56CD%2FnvMJ5EuSAPJqzP175XpHiu%2FZWH81ets4DFrgBggdbCBAjpVeToD60Of4WMbuRuxRVUcb7ScEc9XeIT8z55kZOlh2cVxk%2FrvHRjL6nwEd4%2FBy%2Byo%2FI7Buoid63QM%2Fkkg7LMGfKcwcZgdGY0SixRX03s1pWkzB0PuQo7UqsgO6O988ACOKG9FyvV0N%2BaJN7BsLhL7x4NtZClvymAXnzhdjY2gf3IaQdEGkm%2BjYrX%2FpFiDocZVqkoPDsQ%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Pre-Owned · US M 10.5 · Nike · Nike Mind","","","https://i.ebayimg.com/images/g/7hwAAeSwph5p9Qtu/s-l500.webp",false,false,1,49,2026-05-02T00:35:04.3075597+00:00
"377154271292","ebay","nike shoes","W2 RI Z0 JS0ponsored RC","$75.00",75.00,"https://www.ebay.com/itm/377154271292?_skw=nike+shoes&itmmeta=01KQK1R17T6RJ6FTQJ38GHQFMN&hash=item57d025783c:g:DNQAAeSwLQ1p9DL5&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCCyJ1YnWkKqffg4%2F1aq7IcBghc4jrLXibkhncIs7yypZ%2FTaBXtc3vfgSBO2CagP9txXyj28iPgkae9SlGtBQ0bneB2GguQDtFCkbSFn39RNl5Yxvn1KynI%2FfY9im%2BXYo60Uth6a%2Bu8oAtgphvEJv0X4JTiqcdrHCGeBVKDdug%2BHV7IfaF6VHtRzYtfOF%2Bqdrn7Mzr2xq1dkBgGhcRHqXAItGFwfRRwRjNcEUL4wUqA%2FxUVgsNsirBu0MOPIeQwtXM%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","New (Other) · US M 8 · Nike · Nike Air Max","","","https://i.ebayimg.com/images/g/DNQAAeSwLQ1p9DL5/s-l500.webp",false,false,1,50,2026-05-02T00:35:04.3075645+00:00
"389955614192","ebay","nike shoes","SXponsorPed 1I 0A WL Q0","$70.00",70.00,"https://www.ebay.com/itm/389955614192?_skw=nike+shoes&itmmeta=01KQK1R17TZDRPPD51NNTSKC2Y&hash=item5acb2a75f0:g:GLQAAeSw5spp8ulE&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDHXqAM3KXlQhHsTEUILdrbHDqALtUoZaZMdnxojPTw2MFiQmK%2BKk7Tx2%2BjwxC%2FlCSOoNp%2BLWb55o4DI1K2HDiGYT3If9RKg9IW%2B7%2Bf%2Fv36SNs8973BiRDE%2BIP8Bz3ZQSZjc3AwwyviQJSRKvIYiMdMBOqMn7j6l7s%2Fupdh2XTsbZlNKHzJf7CKq83FM1e2%2BzmePEoZeSO8%2FkXBpiNyjXJBh45MA5nWUB2N0PWtjuHjnLy9lHTccM%2FVnT2Hijr8P7dEY4h0poJ5h79v7IlHz3%2BwUZ4tk%2Fci12vm%2FylIT5JhrA%3D%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Pre-Owned · US M 9.5 · Nike","","","https://i.ebayimg.com/images/g/GLQAAeSw5spp8ulE/s-l500.webp",false,false,1,51,2026-05-02T00:35:04.3075685+00:00
"168344184900","ebay","nike shoes","S1Ep onsLJ LU oWr4 e1H Rd","$215.00",215.00,"https://www.ebay.com/itm/168344184900?_skw=nike+shoes&epid=18039824430&itmmeta=01KQK1R17TBAXNQT9VT7WF4314&hash=item2732186844:g:OaIAAeSw4u1p896t&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCR7Rdl8xGlnCaK50bGmd3vpf%2FoVcxX9KDOkkV22bH2mjcioFWCWVYZpeuanvw5LUDvyD9ZMh77MbYOMSfX8uY85a36XgDitZ%2B3Gn3WjcEdQMo3CEhGYmcNng3ygaCSNmw9ndD8kdV1waTzt2m%2BB3XwC9mjWMe5Rn%2B97QycNOjsXrRh%2FbZVRw52fPjsjEvsKH05HEtMnLSd10Z8CwoKDIivsweNpOuzewUaKFSnX2hzqPUR3jEHVj7RuEEcFEapQAY%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Brand New · US M 9.5 · Nike · Nike P-6000","","","https://i.ebayimg.com/images/g/OaIAAeSw4u1p896t/s-l500.webp",false,false,1,52,2026-05-02T00:35:04.3075739+00:00
"298280410503","ebay","nike shoes","SGpSo KR ZHn soPCr eFdK","$70.00",70.00,"https://www.ebay.com/itm/298280410503?_skw=nike+shoes&epid=3063137009&itmmeta=01KQK1R17TVZE59FP1BJQB0KG1&hash=item4572e5dd87:g:I1AAAeSwx-Bp9Qk6&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDfzXxwa8ZvlPM00qxpm5SkExc3Jy9lS85blUCqie2Py9XDY7TLNflp7Hb%2Fy20mS49rTZPF3vmAqivBP3zlKs%2BWsbnOAHoACvUr7WKiTaQDpctG891M6fPImX2x%2F5UpBtgMmK88lSMQndjEi%2FsaMyAisdW7zqsYtMupFhQBqz3KLaL2cLD8PnbSrZBnxdC%2Fhdrxg1EHqPTeD3Lkj%2FEflz05przKqF6k1DAqtWPQD0M7OdLe0BaFEpTf14jbAXd72ic%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Brand New · US M 9 · Nike · Nike Air","","","https://i.ebayimg.com/images/g/I1AAAeSwx-Bp9Qk6/s-l500.webp",false,false,1,53,2026-05-02T00:35:04.3075796+00:00
"377156197023","ebay","nike shoes","8SpoR Pn6 6X soreRd7","$115.00",115.00,"https://www.ebay.com/itm/377156197023?_skw=nike+shoes&itmmeta=01KQK1R17TS90TJZGYG9JBRH28&hash=item57d042da9f:g:jO8AAeSw44Jp9Tj7&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDSjEtGzByjd7G1zmgCMFtEqe1FMORTd8r5IRylWflk5hzDoVs2eJBtPWEeV52jN7doOFBOUSzvzQERUPGDTGrahoywXGP5nvAOSoEON5kjQX7A94hQSmNZzlWrZMQBjvfEcwa2UUbzhHH8xP2zh0KkYVooIWiKQZXasnwFYGnb51swBlBzBmYjaAlGdWcz8LHB1RT5fCEaF7o6qBD4WHB385FQQkFF2ZfcRXppHoomfW%2FfciiPhf%2BnSXWEPpVra3w%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Brand New · US M 5 · Nike · Nike Dunk","","","https://i.ebayimg.com/images/g/jO8AAeSw44Jp9Tj7/s-l500.webp",false,false,1,54,2026-05-02T00:35:04.3075846+00:00
"236792136800","ebay","nike shoes","YSF 2pR oBnsQ PE orU7ed N","$55.00",55.00,"https://www.ebay.com/itm/236792136800?_skw=nike+shoes&epid=19054378888&itmmeta=01KQK1R17THVVHYX90YP221PP9&hash=item3721e94460:g:i~wAAeSwKnpp9Trj&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDcDw6IkxlMIwUq8KKGA6SFzc1GQ8eD7QO1yj6d7rzkAo0piVdQuOWQP1eqoBSd78Keb%2FHtA%2FayDDaoKMhV6Dt%2BaMbyJZ52L9PvVk3FTo9k4oEFsguJOapDa8mK0m%2F3b6rhSUxitYrekAD%2B84cRuEyZAMhtoTkUpS9vWayyetxr5huk5V5kgE1sWIuWJ57HmlOsgLbEnYwQG1VQBQfjoJ2R3YITsgpM%2BPgXHgOcS8pRi8JDx71U2i1rCdfub3hs5Cw%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Pre-Owned · US M 9.5 · Nike · Nike Air Max","","","https://i.ebayimg.com/images/g/i~wAAeSwKnpp9Trj/s-l500.webp",false,false,1,55,2026-05-02T00:35:04.3075897+00:00
"318234544482","ebay","nike shoes","SpK0onso KHre QU dQH I9","$145.00",145.00,"https://www.ebay.com/itm/318234544482?_skw=nike+shoes&itmmeta=01KQK1R17T5N9E3AAPF1035Q9Y&hash=item4a1841c962:g:SWMAAeSwg6Bp9T-5&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCij5qvi1DuhLdyU9It1hsryk6hhDJ8kR%2BsI4yxaSlQwlpMysO1qA1ufA1BH6UNFex2R5TlLpaORrv2LB7MBSSsvYT67FhXn9AEM2BNatnDuIngET48eCAkLMFBDssect26nutSM7w1xsdXYB%2B9Ps8RHtenaCgamNBtafAnegbsZh3FK7UvtJ9bo2CJ0R0xES9cv8FiQq%2BHLDkfWdzvm8qmXRIFBBFymhV3Nld06s16UGEUYzVV%2F1cfggLwok%2B33okh3PMUdZJQqaK%2FPWH0rHAB27hsx%2ByOnSq6%2FxkJ9bfZUw%3D%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Pre-Owned · US M 9 · Nike · Nike Air Max","","","https://i.ebayimg.com/images/g/SWMAAeSwg6Bp9T-5/s-l500.webp",false,false,1,56,2026-05-02T00:35:04.3075945+00:00
"377155986577","ebay","nike shoes","0SpNonsored XK VJ DV","$90.00",90.00,"https://www.ebay.com/itm/377155986577?_skw=nike+shoes&epid=28070059362&itmmeta=01KQK1R17T7WNWYDTNK4J798AS&hash=item57d03fa491:g:ouQAAeSwxChp9Rvl&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDf2ef0BAtEeTOojYUGsbXZRKiNiU1yqacJSkP9Bpsfybn6v8TDlqU%2BYyt2v21orvnWwEfiIbo45b59xUQ9EOV0j1du27soPK3Kx4kJHRGcPbQEGkk5fLTBgpwHLT5wmbyV460tGm05V8tOokds5ijAN3Oqt0qbEAhBRpOnfW0GoTgggMWcbY6MHbCNPzUumLkIJgBkvp10qWcY7j%2FqLqIcxwarTLjGj0fDSXnXCFyHYdqStwE2EC87UzwTIMWqEQk%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Pre-Owned · US M 9 · Nike · Nike Air Max","","","https://i.ebayimg.com/images/g/ouQAAeSwxChp9Rvl/s-l500.webp",false,false,1,57,2026-05-02T00:35:04.3075995+00:00
"287302550371","ebay","nike shoes","SGZ 7p3 VonsZ oYOr edIS A","$59.00",59.00,"https://www.ebay.com/itm/287302550371?_skw=nike+shoes&epid=10056109878&itmmeta=01KQK1R17TCJAH5EGBFKZBQ9QB&hash=item42e4910363:g:yIgAAOSwtyZnuo74&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBoiArRKZ5%2FYKVZkT6YXtrt6orfOY%2BheU76a6WWJQB15O0G0sFgwBxr4nIYEH5sPubZJ%2B7ZisptsUQbng30zJonoDyy11UY9Tj%2BzpyeI8hAWPcxUFInBcqtbwdDpfi1siOWJxX8TAvj7w2Hev5JcXygR%2B15n6fsYfppzuQbFov2BATICO8QBwH0fl0xfO0zQNqYOf2FCoZ9eKNmFEicui8v2x%2BHkxqRhJNTMmYflK%2Fnlzt35DTnRSDY8wC%2BO4pXKos%3D%7Ctkp%3ABk9SR5qU4OG8Zw","","","Brand New · US M 8.5 · Nike · Nike Run","","","https://i.ebayimg.com/images/g/yIgAAOSwtyZnuo74/s-l500.webp",false,false,1,58,2026-05-02T00:35:04.3076044+00:00
"386685974379","ebay","nike shoes","PSpoKn Bs4 TJo CrB еQdR","$90.00",90.00,"https://www.ebay.com/itm/386685974379?_skw=nike+shoes&epid=16039800544&itmmeta=01KQK1R17TYAT8R6Y2GVWYSQ91&hash=item5a0847b76b:g:DzkAAOSwFH5lnaDS&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xCAAuH73ikFnLKJ7591gsZAKqXx3mU8QCTnKJZ1G0JMWeKIyvoQBPlVvwqWx8Oh4834vXRjeFS7XsVu1tov79gXf9PGiUX9AvgdbibHY50xPO0KDbguuhY%2FjD159vHAqeto6BD4DyJ%2Bdwt7IKBGzYRBufKOOC6FMW%2FJltOuBB5tWQ1pRji4fN9l19MCA7RsILBoQzj%2BE64mjIHIClaaawNxosUO59H0qHGBbI5tJCf7sA%3D%3D%7Ctkp%3ABlBMUJqU4OG8Zw","","","Pre-Owned · US M 7 · Jordan · Air Jordan","","","https://i.ebayimg.com/images/g/DzkAAOSwFH5lnaDS/s-l500.webp",false,false,1,59,2026-05-02T00:35:04.3076093+00:00
"198280364243","ebay","nike shoes","9SpoQ n8Hso rеRW dKF 7B","$150.00",150.00,"https://www.ebay.com/itm/198280364243?_skw=nike+shoes&itmmeta=01KQK1R17TV5R788EKR3P7JCSW&hash=item2e2a6e40d3:g:gGYAAeSwN8dp3eua&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xC1gqdurs7cxSnVNgXqNgoWppnRx2qU2jKOMSiqZRC%2FfLtEKO4dQFyy%2Bo9agSiNexsTTdjXFKQErE05kdCcw2Fr%2Fjxw19nNJ5G2G%2FdnUs1dOxSOrj0ILjMvJbJWnglasfUCOTphZC%2FDVPyhXJm4tvM3Z8sS3JtCo2wRhZY1KYaPTuXGCmSHLMqKL0Xs9oTLMw2As5tVcOUi9KBwAXrt4dtiIFLLiISYfGSH3mWrSWv2fgeWWTZJflPjxT6yiRZBT1zRIle8as4hgcvEnAW9qaL0TCFkcZPcWoWfjahidtDJCg%3D%3D%7Ctkp%3ABFBMmpTg4bxn","","","Brand New · US M 6.5 + more","","","https://i.ebayimg.com/images/g/gGYAAeSwN8dp3eua/s-l500.webp",false,false,1,60,2026-05-02T00:35:04.3076137+00:00
